"CH1_x","CH1_y"
1893.5,-0.07560483871,
1895.25,-0.2772177419,
1897,-0.1764112903,
1898.75,-0.07560483871,
1900.5,-0.4284274194,
1902.25,0.0252016129,
1904,-0.2268145161,
1905.75,-0.4284274194,
1907.5,-0.2772177419,
1909.25,-0.2268145161,
1911,-0.2268145161,
1912.75,-0.1260080645,
1914.5,-0.1764112903,
1916.25,-0.3780241935,
1918,-0.3276209677,
1919.75,-0.2772177419,
1921.5,-0.07560483871,
1923.25,-0.2772177419,
1925,0.0252016129,
1926.75,-0.1764112903,
1928.5,-0.3276209677,
1930.25,-0.2772177419,
1932,-0.1764112903,
1933.75,-0.3780241935,
1935.5,-0.1260080645,
1937.25,-0.4788306452,
1939,-0.4284274194,
1940.75,0.0252016129,
1942.5,-0.1764112903,
1944.25,-0.4284274194,
1946,-0.1764112903,
1947.75,-0.4788306452,
1949.5,-0.1764112903,
1951.25,-0.2268145161,
1953,-0.4284274194,
1954.75,-0.2772177419,
1956.5,-0.3780241935,
1958.25,-0.3780241935,
1960,-0.1260080645,
1961.75,-0.1260080645,
1963.5,-0.2268145161,
1965.25,-0.3276209677,
1967,0.07560483871,
1968.75,-0.0252016129,
1970.5,-0.1260080645,
1972.25,-0.2772177419,
1974,-0.0252016129,
1975.75,-0.2772177419,
1977.5,0.1764112903,
1979.25,-0.0252016129,
1981,-0.1764112903,
1982.75,-0.1764112903,
1984.5,-0.1260080645,
1986.25,-0.2772177419,
1988,-0.1764112903,
1989.75,-0.3780241935,
1991.5,-0.1764112903,
1993.25,-0.3276209677,
1995,-0.3276209677,
1996.75,-0.1764112903,
1998.5,-0.3276209677,
2000.25,-0.2268145161,
2002,-0.1260080645,
2003.75,-0.4284274194,
2005.5,-0.4788306452,
2007.25,-0.4788306452,
2009,-0.07560483871,
2010.75,-0.4284274194,
2012.5,-0.3276209677,
2014.25,-0.1260080645,
2016,-0.2772177419,
2017.75,-0.2772177419,
2019.5,-0.1764112903,
2021.25,-0.4788306452,
2023,-0.2268145161,
2024.75,0.07560483871,
2026.5,-0.4284274194,
2028.25,-0.1260080645,
2030,-0.2772177419,
2031.75,-0.1764112903,
2033.5,-0.1260080645,
2035.25,-0.2268145161,
2037,-0.07560483871,
2038.75,-0.1260080645,
2040.5,-0.3276209677,
2042.25,-0.0252016129,
2044,-0.2772177419,
2045.75,-0.07560483871,
2047.5,-0.6804435484,
2049.25,-0.3276209677,
2051,-0.3780241935,
2052.75,-0.2268145161,
2054.5,-0.2268145161,
2056.25,-0.1764112903,
2058,-0.1260080645,
2059.75,-0.2268145161,
2061.5,-0.529233871,
2063.25,-0.1260080645,
2065,-0.4284274194,
2066.75,-0.1764112903,
2068.5,-0.6804435484,
2070.25,-0.1260080645,
2072,-0.4788306452,
2073.75,0.07560483871,
2075.5,-0.1260080645,
2077.25,-0.2772177419,
2079,0.2268145161,
2080.75,-0.07560483871,
2082.5,-0.07560483871,
2084.25,-0.1764112903,
2086,0.07560483871,
2087.75,-0.0252016129,
2089.5,-0.07560483871,
2091.25,-0.1260080645,
2093,-0.1260080645,
2094.75,-0.529233871,
2096.5,-0.0252016129,
2098.25,-0.4788306452,
2100,-0.2268145161,
2101.75,-0.2772177419,
2103.5,-0.0252016129,
2105.25,-0.2772177419,
2107,-0.1764112903,
2108.75,-0.07560483871,
2110.5,-0.1764112903,
2112.25,-0.1260080645,
2114,-0.2772177419,
2115.75,-0.1764112903,
2117.5,-0.1764112903,
2119.25,-0.1260080645,
2121,-0.3780241935,
2122.75,-0.1764112903,
2124.5,-0.1764112903,
2126.25,-0.1260080645,
2128,-0.1764112903,
2129.75,-0.0252016129,
2131.5,-0.2268145161,
2133.25,-0.1260080645,
2135,-0.1764112903,
2136.75,-0.3780241935,
2138.5,-0.3780241935,
2140.25,-0.2772177419,
2142,-0.0252016129,
2143.75,-0.5796370968,
2145.5,-0.07560483871,
2147.25,-0.2268145161,
2149,-0.3276209677,
2150.75,-0.4788306452,
2152.5,-0.3276209677,
2154.25,-0.2772177419,
2156,-0.5796370968,
2157.75,-0.3780241935,
2159.5,-0.529233871,
2161.25,-0.1260080645,
2163,-0.3780241935,
2164.75,-0.4284274194,
2166.5,-0.2268145161,
2168.25,-0.1764112903,
2170,-0.4284274194,
2171.75,-0.529233871,
2173.5,-0.1764112903,
2175.25,-0.2772177419,
2177,-0.07560483871,
2178.75,-0.529233871,
2180.5,-0.1764112903,
2182.25,-0.1260080645,
2184,0.1764112903,
2185.75,-0.1260080645,
2187.5,-0.0252016129,
2189.25,-0.0252016129,
2191,-0.07560483871,
2192.75,-0.0252016129,
2194.5,-0.2772177419,
2196.25,-0.3276209677,
2198,-0.07560483871,
2199.75,-0.3780241935,
2201.5,-0.3276209677,
2203.25,-0.4284274194,
2205,-0.0252016129,
2206.75,-0.78125,
2208.5,-0.3276209677,
2210.25,-0.1260080645,
2212,-0.3780241935,
2213.75,-0.2772177419,
2215.5,-0.4284274194,
2217.25,-0.07560483871,
2219,-0.4788306452,
2220.75,-0.5796370968,
2222.5,-0.2772177419,
2224.25,-0.2268145161,
2226,-0.07560483871,
2227.75,-0.1260080645,
2229.5,-0.07560483871,
2231.25,-0.1764112903,
2233,-0.0252016129,
2234.75,-0.529233871,
2236.5,0.0252016129,
2238.25,-0.2772177419,
2240,-0.2268145161,
2241.75,-0.1764112903,
2243.5,-0.3276209677,
2245.25,-0.1260080645,
2247,-0.529233871,
2248.75,0.2268145161,
2250.5,-0.3276209677,
2252.25,-0.1764112903,
2254,-0.2268145161,
2255.75,-0.2268145161,
2257.5,0.1260080645,
2259.25,-0.1764112903,
2261,-0.2772177419,
2262.75,-0.2772177419,
2264.5,-0.2772177419,
2266.25,-0.3276209677,
2268,-0.1260080645,
2269.75,0.0252016129,
2271.5,-0.1260080645,
2273.25,-0.2772177419,
2275,-0.2772177419,
2276.75,-0.1260080645,
2278.5,-0.2772177419,
2280.25,-0.3780241935,
2282,-0.0252016129,
2283.75,-0.4284274194,
2285.5,-0.2772177419,
2287.25,0.07560483871,
2289,-0.2268145161,
2290.75,-0.3780241935,
2292.5,-0.4284274194,
2294.25,-0.3780241935,
2296,-0.2268145161,
2297.75,-0.07560483871,
2299.5,-0.2772177419,
2301.25,-0.2772177419,
2303,-0.0252016129,
2304.75,-0.0252016129,
2306.5,-0.07560483871,
2308.25,-0.0252016129,
2310,-0.1260080645,
2311.75,-0.2268145161,
2313.5,-0.2772177419,
2315.25,-0.3780241935,
2317,0.07560483871,
2318.75,-0.2268145161,
2320.5,-0.1260080645,
2322.25,-0.2268145161,
2324,-0.2772177419,
2325.75,-0.1764112903,
2327.5,-0.1764112903,
2329.25,-0.2772177419,
2331,-0.2268145161,
2332.75,-0.07560483871,
2334.5,-0.3780241935,
2336.25,0.1764112903,
2338,-0.529233871,
2339.75,0.1260080645,
2341.5,-0.2772177419,
2343.25,-0.2268145161,
2345,-0.1260080645,
2346.75,-0.3780241935,
2348.5,-0.4284274194,
2350.25,-0.2268145161,
2352,-0.4788306452,
2353.75,-0.2268145161,
2355.5,-0.4788306452,
2357.25,-0.2268145161,
2359,-0.2772177419,
2360.75,-0.3780241935,
2362.5,-0.2772177419,
2364.25,-0.3780241935,
2366,-0.4788306452,
2367.75,-0.4284274194,
2369.5,-0.3276209677,
2371.25,-0.4284274194,
2373,-0.4284274194,
2374.75,-0.4284274194,
2376.5,-0.4284274194,
2378.25,-0.2268145161,
2380,-0.2772177419,
2381.75,0.0252016129,
2383.5,-0.529233871,
2385.25,-0.3276209677,
2387,-0.07560483871,
2388.75,-0.07560483871,
2390.5,-0.2772177419,
2392.25,-0.3276209677,
2394,0.0252016129,
2395.75,-0.1260080645,
2397.5,-0.1260080645,
2399.25,0.1260080645,
2401,-0.529233871,
2402.75,-0.0252016129,
2404.5,0.07560483871,
2406.25,0.2268145161,
2408,-0.1764112903,
2409.75,-0.1764112903,
2411.5,0.07560483871,
2413.25,0.1260080645,
2415,-0.0252016129,
2416.75,-0.1764112903,
2418.5,0.07560483871,
2420.25,-0.2268145161,
2422,-0.1764112903,
2423.75,0.1764112903,
2425.5,-0.2268145161,
2427.25,-0.07560483871,
2429,-0.07560483871,
2430.75,-0.1764112903,
2432.5,-0.1260080645,
2434.25,-0.3276209677,
2436,-0.2268145161,
2437.75,-0.2268145161,
2439.5,-0.1260080645,
2441.25,-0.4788306452,
2443,-0.2268145161,
2444.75,0.0252016129,
2446.5,-0.4284274194,
2448.25,-0.2268145161,
2450,-0.2268145161,
2451.75,-0.1260080645,
2453.5,-0.1260080645,
2455.25,-0.2772177419,
2457,-0.07560483871,
2458.75,-0.2772177419,
2460.5,-0.1764112903,
2462.25,-0.07560483871,
2464,-0.2772177419,
2465.75,-0.1260080645,
2467.5,-0.2268145161,
2469.25,-0.3780241935,
2471,-0.1260080645,
2472.75,-0.3780241935,
2474.5,-0.2772177419,
2476.25,-0.2268145161,
2478,-0.0252016129,
2479.75,-0.3276209677,
2481.5,-0.07560483871,
2483.25,-0.2772177419,
2485,-0.0252016129,
2486.75,-0.07560483871,
2488.5,-0.07560483871,
2490.25,-0.3276209677,
2492,-0.1260080645,
2493.75,-0.2268145161,
2495.5,-0.1764112903,
2497.25,-0.1260080645,
2499,-0.2772177419,
2500.75,-0.07560483871,
2502.5,-0.07560483871,
2504.25,-0.1764112903,
2506,-0.3276209677,
2507.75,-0.1260080645,
2509.5,-0.1260080645,
2511.25,-0.0252016129,
2513,0.0252016129,
2514.75,0.1260080645,
2516.5,-0.2268145161,
2518.25,0.1260080645,
2520,0.07560483871,
2521.75,-0.1260080645,
2523.5,-0.07560483871,
2525.25,-0.3276209677,
2527,0.1260080645,
2528.75,-0.2268145161,
2530.5,-0.07560483871,
2532.25,-0.2772177419,
2534,-0.07560483871,
2535.75,-0.0252016129,
2537.5,-0.2268145161,
2539.25,-0.2268145161,
2541,-0.1764112903,
2542.75,-0.3276209677,
2544.5,-0.3276209677,
2546.25,-0.4788306452,
2548,0.1260080645,
2549.75,-0.1764112903,
2551.5,-0.1764112903,
2553.25,-0.4284274194,
2555,-0.4284274194,
2556.75,-0.2772177419,
2558.5,-0.4284274194,
2560.25,-0.2772177419,
2562,-0.3276209677,
2563.75,-0.3780241935,
2565.5,-0.1260080645,
2567.25,-0.5796370968,
2569,-0.3780241935,
2570.75,-0.3276209677,
2572.5,-0.4284274194,
2574.25,-0.2772177419,
2576,-0.2268145161,
2577.75,-0.4284274194,
2579.5,-0.0252016129,
2581.25,-0.2772177419,
2583,-0.4284274194,
2584.75,-0.2772177419,
2586.5,-0.2772177419,
2588.25,-0.2772177419,
2590,-0.0252016129,
2591.75,-0.07560483871,
2593.5,-0.2268145161,
2595.25,-0.2268145161,
2597,-0.1260080645,
2598.75,-0.2268145161,
2600.5,-0.4284274194,
2602.25,0.1260080645,
2604,-0.07560483871,
2605.75,-0.1764112903,
2607.5,-0.2772177419,
2609.25,0.0252016129,
2611,-0.0252016129,
2612.75,0.1260080645,
2614.5,-0.2268145161,
2616.25,0.1260080645,
2618,-0.2772177419,
2619.75,-0.07560483871,
2621.5,-0.1260080645,
2623.25,0.0252016129,
2625,-0.4284274194,
2626.75,0.07560483871,
2628.5,-0.2268145161,
2630.25,-0.2772177419,
2632,-0.0252016129,
2633.75,-0.1764112903,
2635.5,-0.0252016129,
2637.25,-0.2772177419,
2639,-0.2772177419,
2640.75,-0.1764112903,
2642.5,-0.07560483871,
2644.25,-0.1260080645,
2646,-0.2268145161,
2647.75,-0.4788306452,
2649.5,-0.07560483871,
2651.25,-0.2268145161,
2653,-0.2268145161,
2654.75,-0.3276209677,
2656.5,-0.3780241935,
2658.25,-0.07560483871,
2660,-0.07560483871,
2661.75,-0.2268145161,
2663.5,-0.2268145161,
2665.25,-0.2268145161,
2667,0.07560483871,
2668.75,-0.3780241935,
2670.5,-0.3276209677,
2672.25,-0.3276209677,
2674,-0.1260080645,
2675.75,-0.2772177419,
2677.5,-0.4284274194,
2679.25,-0.2268145161,
2681,-0.2772177419,
2682.75,-0.1764112903,
2684.5,-0.1764112903,
2686.25,-0.1260080645,
2688,-0.4788306452,
2689.75,-0.1764112903,
2691.5,-0.4284274194,
2693.25,-0.2772177419,
2695,-0.3780241935,
2696.75,-0.4788306452,
2698.5,-0.4788306452,
2700.25,-0.5796370968,
2702,-0.3780241935,
2703.75,-0.3276209677,
2705.5,-0.2772177419,
2707.25,-0.1260080645,
2709,-0.2772177419,
2710.75,-0.1764112903,
2712.5,-0.0252016129,
2714.25,-0.3276209677,
2716,-0.1260080645,
2717.75,-0.1260080645,
2719.5,-0.1764112903,
2721.25,-0.07560483871,
2723,-0.07560483871,
2724.75,-0.1764112903,
2726.5,-0.3276209677,
2728.25,-0.07560483871,
2730,-0.1764112903,
2731.75,0.0252016129,
2733.5,-0.0252016129,
2735.25,-0.2772177419,
2737,-0.2268145161,
2738.75,-0.4788306452,
2740.5,-0.3780241935,
2742.25,-0.3780241935,
2744,-0.1764112903,
2745.75,-0.2268145161,
2747.5,-0.07560483871,
2749.25,-0.1764112903,
2751,-0.2268145161,
2752.75,-0.1764112903,
2754.5,-0.2268145161,
2756.25,-0.1260080645,
2758,0.07560483871,
2759.75,-0.4788306452,
2761.5,-0.07560483871,
2763.25,-0.2772177419,
2765,-0.07560483871,
2766.75,-0.529233871,
2768.5,-0.1260080645,
2770.25,-0.2268145161,
2772,-0.0252016129,
2773.75,0.07560483871,
2775.5,-0.2772177419,
2777.25,0.07560483871,
2779,-0.3276209677,
2780.75,-0.1260080645,
2782.5,-0.07560483871,
2784.25,-0.4788306452,
2786,-0.1764112903,
2787.75,-0.1764112903,
2789.5,-0.3276209677,
2791.25,-0.4284274194,
2793,-0.2268145161,
2794.75,-0.3276209677,
2796.5,-0.2772177419,
2798.25,-0.4284274194,
2800,-0.2772177419,
2801.75,-0.2772177419,
2803.5,-0.529233871,
2805.25,-0.4284274194,
2807,-0.1260080645,
2808.75,-0.1764112903,
2810.5,-0.0252016129,
2812.25,-0.3780241935,
2814,-0.0252016129,
2815.75,-0.0252016129,
2817.5,-0.2268145161,
2819.25,0.1260080645,
2821,-0.0252016129,
2822.75,0.1260080645,
2824.5,-0.0252016129,
2826.25,0.0252016129,
2828,0.1260080645,
2829.75,-0.0252016129,
2831.5,0.1260080645,
2833.25,-0.0252016129,
2835,0.0252016129,
2836.75,-0.1764112903,
2838.5,0.1260080645,
2840.25,0.1260080645,
2842,-0.2268145161,
2843.75,0.07560483871,
2845.5,-0.2268145161,
2847.25,-0.2268145161,
2849,-0.1260080645,
2850.75,-0.1764112903,
2852.5,-0.3276209677,
2854.25,-0.1764112903,
2856,-0.2772177419,
2857.75,-0.0252016129,
2859.5,-0.3276209677,
2861.25,0.07560483871,
2863,-0.1764112903,
2864.75,-0.1764112903,
2866.5,-0.529233871,
2868.25,-0.2268145161,
2870,-0.1764112903,
2871.75,0.1764112903,
2873.5,0.07560483871,
2875.25,-0.3780241935,
2877,-0.1764112903,
2878.75,0.0252016129,
2880.5,-0.1260080645,
2882.25,-0.2772177419,
2884,-0.1764112903,
2885.75,-0.4788306452,
2887.5,-0.2772177419,
2889.25,-0.4284274194,
2891,-0.3276209677,
2892.75,-0.529233871,
2894.5,-0.2772177419,
2896.25,-0.5796370968,
2898,-0.6804435484,
2899.75,-0.529233871,
2901.5,-0.78125,
2903.25,-0.529233871,
2905,-0.2772177419,
2906.75,-0.3780241935,
2908.5,-0.3780241935,
2910.25,-0.3276209677,
2912,-0.529233871,
2913.75,-0.2772177419,
2915.5,-0.2268145161,
2917.25,-0.3780241935,
2919,-0.3276209677,
2920.75,-0.3276209677,
2922.5,-0.4284274194,
2924.25,-0.07560483871,
2926,-0.2268145161,
2927.75,-0.0252016129,
2929.5,-0.0252016129,
2931.25,-0.07560483871,
2933,-0.0252016129,
2934.75,-0.2772177419,
2936.5,-0.4284274194,
2938.25,-0.1260080645,
2940,-0.2268145161,
2941.75,-0.3276209677,
2943.5,-0.2268145161,
2945.25,-0.2268145161,
2947,-0.1764112903,
2948.75,0.0252016129,
2950.5,-0.07560483871,
2952.25,-0.1764112903,
2954,0.1260080645,
2955.75,-0.07560483871,
2957.5,-0.0252016129,
2959.25,0.07560483871,
2961,-0.3780241935,
2962.75,-0.3276209677,
2964.5,-0.0252016129,
2966.25,-0.1764112903,
2968,-0.0252016129,
2969.75,-0.1764112903,
2971.5,-0.4284274194,
2973.25,-0.2268145161,
2975,-0.2268145161,
2976.75,0.1260080645,
2978.5,-0.1764112903,
2980.25,-0.2772177419,
2982,0.07560483871,
2983.75,-0.2268145161,
2985.5,-0.1260080645,
2987.25,0.1764112903,
2989,-0.3276209677,
2990.75,-0.1764112903,
2992.5,-0.07560483871,
2994.25,-0.1764112903,
2996,-0.3780241935,
2997.75,-0.07560483871,
2999.5,-0.07560483871,
3001.25,-0.1260080645,
3003,-0.0252016129,
3004.75,-0.1764112903,
3006.5,-0.07560483871,
3008.25,-0.0252016129,
3010,-0.2268145161,
3011.75,-0.2268145161,
3013.5,-0.0252016129,
3015.25,-0.07560483871,
3017,-0.1764112903,
3018.75,-0.2268145161,
3020.5,-0.2772177419,
3022.25,-0.1764112903,
3024,-0.1260080645,
3025.75,-0.2772177419,
3027.5,-0.2268145161,
3029.25,-0.2268145161,
3031,-0.3276209677,
3032.75,-0.2772177419,
3034.5,-0.3276209677,
3036.25,-0.1260080645,
3038,-0.1260080645,
3039.75,-0.2772177419,
3041.5,-0.07560483871,
3043.25,-0.1764112903,
3045,0.07560483871,
3046.75,-0.2772177419,
3048.5,-0.4284274194,
3050.25,0.0252016129,
3052,-0.1764112903,
3053.75,-0.3276209677,
3055.5,-0.0252016129,
3057.25,-0.07560483871,
3059,-0.3276209677,
3060.75,-0.0252016129,
3062.5,-0.4284274194,
3064.25,-0.1764112903,
3066,-0.2772177419,
3067.75,-0.1260080645,
3069.5,-0.1764112903,
3071.25,0.07560483871,
3073,-0.3276209677,
3074.75,-0.4284274194,
3076.5,-0.2268145161,
3078.25,-0.2772177419,
3080,-0.2772177419,
3081.75,-0.0252016129,
3083.5,-0.07560483871,
3085.25,-0.1764112903,
3087,-0.2772177419,
3088.75,-0.07560483871,
3090.5,-0.2268145161,
3092.25,-0.4284274194,
3094,-0.2772177419,
3095.75,-0.1764112903,
3097.5,-0.3276209677,
3099.25,-0.2772177419,
3101,-0.3276209677,
3102.75,-0.1260080645,
3104.5,-0.2772177419,
3106.25,-0.1764112903,
3108,-0.3276209677,
3109.75,-0.3276209677,
3111.5,-0.3276209677,
3113.25,-0.3780241935,
3115,-0.07560483871,
3116.75,-0.1764112903,
3118.5,-0.2268145161,
3120.25,-0.07560483871,
3122,-0.2772177419,
3123.75,-0.07560483871,
3125.5,-0.3276209677,
3127.25,-0.2268145161,
3129,-0.07560483871,
3130.75,0.07560483871,
3132.5,-0.07560483871,
3134.25,-0.07560483871,
3136,-0.07560483871,
3137.75,-0.1260080645,
3139.5,-0.07560483871,
3141.25,-0.2772177419,
3143,-0.4284274194,
3144.75,-0.1260080645,
3146.5,-0.2772177419,
3148.25,-0.3276209677,
3150,-0.1764112903,
3151.75,-0.1764112903,
3153.5,-0.2772177419,
3155.25,-0.2268145161,
3157,-0.1260080645,
3158.75,-0.2772177419,
3160.5,0.0252016129,
3162.25,-0.1260080645,
3164,-0.3780241935,
3165.75,-0.07560483871,
3167.5,-0.2268145161,
3169.25,-0.0252016129,
3171,-0.4788306452,
3172.75,-0.1764112903,
3174.5,-0.1260080645,
3176.25,-0.2772177419,
3178,-0.2268145161,
3179.75,-0.3276209677,
3181.5,-0.0252016129,
3183.25,-0.3276209677,
3185,0.07560483871,
3186.75,-0.1764112903,
3188.5,-0.3780241935,
3190.25,0.0252016129,
3192,-0.3780241935,
3193.75,-0.3276209677,
3195.5,-0.3276209677,
3197.25,-0.1260080645,
3199,-0.2772177419,
3200.75,-0.2772177419,
3202.5,-0.0252016129,
3204.25,-0.0252016129,
3206,-0.0252016129,
3207.75,-0.3276209677,
3209.5,-0.07560483871,
3211.25,-0.1260080645,
3213,-0.2268145161,
3214.75,-0.2772177419,
3216.5,-0.0252016129,
3218.25,-0.07560483871,
3220,-0.1260080645,
3221.75,-0.2268145161,
3223.5,-0.1260080645,
3225.25,-0.1260080645,
3227,-0.2772177419,
3228.75,-0.2268145161,
3230.5,-0.1260080645,
3232.25,-0.0252016129,
3234,-0.07560483871,
3235.75,-0.2268145161,
3237.5,-0.4284274194,
3239.25,-0.4788306452,
3241,-0.2268145161,
3242.75,-0.2268145161,
3244.5,-0.529233871,
3246.25,-0.1764112903,
3248,-0.3276209677,
3249.75,-0.2772177419,
3251.5,-0.3276209677,
3253.25,-0.2268145161,
3255,-0.4284274194,
3256.75,-0.2268145161,
3258.5,-0.4284274194,
3260.25,-0.2268145161,
3262,-0.4284274194,
3263.75,-0.3276209677,
3265.5,-0.07560483871,
3267.25,-0.1764112903,
3269,-0.4284274194,
3270.75,-0.1764112903,
3272.5,0.1764112903,
3274.25,-0.2268145161,
3276,-0.3276209677,
3277.75,-0.07560483871,
3279.5,-0.1764112903,
3281.25,-0.1260080645,
3283,-0.2268145161,
3284.75,0.1260080645,
3286.5,-0.1764112903,
3288.25,0.0252016129,
3290,0.07560483871,
3291.75,-0.07560483871,
3293.5,-0.1260080645,
3295.25,-0.2268145161,
3297,-0.2268145161,
3298.75,-0.0252016129,
3300.5,-0.0252016129,
3302.25,-0.2268145161,
3304,-0.3276209677,
3305.75,-0.07560483871,
3307.5,-0.1260080645,
3309.25,-0.07560483871,
3311,-0.2772177419,
3312.75,-0.0252016129,
3314.5,-0.2772177419,
3316.25,-0.4788306452,
3318,-0.2268145161,
3319.75,-0.2772177419,
3321.5,-0.529233871,
3323.25,-0.2268145161,
3325,-0.1764112903,
3326.75,-0.2772177419,
3328.5,-0.1764112903,
3330.25,-0.2268145161,
3332,-0.2268145161,
3333.75,-0.3276209677,
3335.5,-0.3276209677,
3337.25,-0.4284274194,
3339,-0.0252016129,
3340.75,-0.1764112903,
3342.5,-0.2268145161,
3344.25,-0.529233871,
3346,-0.0252016129,
3347.75,-0.4788306452,
3349.5,-0.0252016129,
3351.25,-0.4284274194,
3353,-0.07560483871,
3354.75,-0.0252016129,
3356.5,-0.3780241935,
3358.25,-0.2268145161,
3360,-0.3780241935,
3361.75,-0.2772177419,
3363.5,-0.0252016129,
3365.25,-0.3276209677,
3367,-0.2268145161,
3368.75,-0.3780241935,
3370.5,-0.1260080645,
3372.25,-0.2772177419,
3374,-0.4788306452,
3375.75,-0.0252016129,
3377.5,0.07560483871,
3379.25,-0.2772177419,
3381,-0.3276209677,
3382.75,-0.1260080645,
3384.5,-0.07560483871,
3386.25,0.07560483871,
3388,-0.2268145161,
3389.75,-0.1764112903,
3391.5,-0.2772177419,
3393.25,0.07560483871,
3395,-0.07560483871,
3396.75,-0.1260080645,
3398.5,-0.1260080645,
3400.25,-0.07560483871,
3402,-0.2772177419,
3403.75,-0.0252016129,
3405.5,-0.4284274194,
3407.25,-0.1764112903,
3409,-0.0252016129,
3410.75,-0.2772177419,
3412.5,-0.3276209677,
3414.25,0.07560483871,
3416,-0.2772177419,
3417.75,-0.3276209677,
3419.5,-0.3276209677,
3421.25,-0.1764112903,
3423,-0.2268145161,
3424.75,-0.2268145161,
3426.5,-0.1260080645,
3428.25,0.07560483871,
3430,-0.3780241935,
3431.75,-0.2268145161,
3433.5,-0.3276209677,
3435.25,-0.07560483871,
3437,-0.2772177419,
3438.75,-0.3780241935,
3440.5,-0.1260080645,
3442.25,-0.4284274194,
3444,-0.3276209677,
3445.75,-0.4788306452,
3447.5,-0.4284274194,
3449.25,-0.2268145161,
3451,-0.4284274194,
3452.75,-0.5796370968,
3454.5,-0.4284274194,
3456.25,-0.4788306452,
3458,-0.2772177419,
3459.75,-0.0252016129,
3461.5,-0.4284274194,
3463.25,-0.3276209677,
3465,-0.07560483871,
3466.75,-0.4284274194,
3468.5,-0.07560483871,
3470.25,-0.2772177419,
3472,-0.2268145161,
3473.75,-0.07560483871,
3475.5,-0.4284274194,
3477.25,-0.2268145161,
3479,-0.529233871,
3480.75,-0.2268145161,
3482.5,-0.4788306452,
3484.25,-0.2772177419,
3486,-0.1260080645,
3487.75,-0.6804435484,
3489.5,-0.2772177419,
3491.25,-0.4788306452,
3493,-0.4284274194,
3494.75,-0.3276209677,
3496.5,-0.2772177419,
3498.25,-0.2772177419,
3500,-0.3276209677,
3501.75,-0.2268145161,
3503.5,-0.2268145161,
3505.25,0.0252016129,
3507,-0.6300403226,
3508.75,-0.1764112903,
3510.5,-0.2772177419,
3512.25,0.2268145161,
3514,-0.1764112903,
3515.75,-0.3276209677,
3517.5,0.1260080645,
3519.25,-0.07560483871,
3521,-0.2268145161,
3522.75,-0.4284274194,
3524.5,-0.2268145161,
3526.25,0.07560483871,
3528,0.0252016129,
3529.75,-0.1260080645,
3531.5,-0.1260080645,
3533.25,-0.0252016129,
3535,-0.1764112903,
3536.75,-0.1764112903,
3538.5,-0.1260080645,
3540.25,-0.2772177419,
3542,-0.2268145161,
3543.75,-0.0252016129,
3545.5,-0.1764112903,
3547.25,-0.4284274194,
3549,-0.2772177419,
3550.75,-0.1260080645,
3552.5,-0.1260080645,
3554.25,-0.3276209677,
3556,-0.2772177419,
3557.75,-0.3780241935,
3559.5,-0.1764112903,
3561.25,-0.1260080645,
3563,-0.2268145161,
3564.75,-0.4788306452,
3566.5,-0.1260080645,
3568.25,-0.1764112903,
3570,-0.2772177419,
3571.75,-0.2772177419,
3573.5,-0.3780241935,
3575.25,-0.0252016129,
3577,0.07560483871,
3578.75,0.07560483871,
3580.5,-0.3276209677,
3582.25,0.1260080645,
3584,-0.1764112903,
3585.75,-0.1764112903,
3587.5,-0.1764112903,
3589.25,-0.07560483871,
3591,-0.1260080645,
3592.75,-0.4284274194,
3594.5,-0.0252016129,
3596.25,-0.3276209677,
3598,-0.3276209677,
3599.75,-0.1764112903,
3601.5,-0.4284274194,
3603.25,-0.2268145161,
3605,-0.4284274194,
3606.75,-0.2268145161,
3608.5,-0.0252016129,
3610.25,0.07560483871,
3612,-0.3276209677,
3613.75,-0.1764112903,
3615.5,-0.2772177419,
3617.25,-0.2772177419,
3619,-0.1764112903,
3620.75,-0.0252016129,
3622.5,-0.0252016129,
3624.25,-0.3276209677,
3626,-0.1764112903,
3627.75,-0.1764112903,
3629.5,-0.1764112903,
3631.25,-0.2772177419,
3633,-0.4284274194,
3634.75,0.1764112903,
3636.5,-0.2772177419,
3638.25,-0.3780241935,
3640,-0.1764112903,
3641.75,-0.3276209677,
3643.5,-0.2772177419,
3645.25,0.0252016129,
3647,0.1260080645,
3648.75,-0.0252016129,
3650.5,-0.1764112903,
3652.25,-0.2772177419,
3654,-0.07560483871,
3655.75,-0.3276209677,
3657.5,-0.2772177419,
3659.25,-0.2772177419,
3661,-0.1260080645,
3662.75,-0.3780241935,
3664.5,-0.3276209677,
3666.25,-0.0252016129,
3668,-0.529233871,
3669.75,-0.3276209677,
3671.5,-0.4788306452,
3673.25,-0.3780241935,
3675,-0.1764112903,
3676.75,-0.3276209677,
3678.5,-0.3780241935,
3680.25,-0.1260080645,
3682,-0.4284274194,
3683.75,-0.2772177419,
3685.5,-0.2268145161,
3687.25,-0.0252016129,
3689,-0.1764112903,
3690.75,-0.1764112903,
3692.5,-0.2268145161,
3694.25,-0.3780241935,
3696,-0.1764112903,
3697.75,-0.1764112903,
3699.5,-0.1764112903,
3701.25,-0.0252016129,
3703,-0.1764112903,
3704.75,-0.2268145161,
3706.5,-0.1260080645,
3708.25,-0.3276209677,
3710,-0.4284274194,
3711.75,-0.1260080645,
3713.5,-0.2268145161,
3715.25,-0.1764112903,
3717,-0.2772177419,
3718.75,-0.2268145161,
